# elotto v3 mode=649 focus=off score=high items=8000/8000 ranked=7834 excl=166 void=0 blocks=52 paused_ms=0 pass_mean=-0,000000 pass_sigma=1,001305 pass_chi2=7853,4627 pass_stouffer=-0,0000 v_eff=1,0127 null_flags=0 flush_timeouts=0 drift_t=0.10 unlimited=on runs_cap=500 rounds=18 run_s=2,00 run_segs=52174 gap_s=0,80
# nodes=master,192.168.178.103,192.168.178.155,192.168.178.145
order;item;n1;n2;n3;n4;n5;n6;e1;e2;z_raw;z_ctr;block;k;skip_rank;z0;z1;z2;z3;round
3834;135;4;17;18;24;36;49;0;0;-0,025487;0,0171;24;3;0;-1,154074;-0,121661;0,492277;1,231591;9
3835;44;4;13;17;27;39;40;0;0;-1,892500;-1,8499;24;3;0;-3,389165;0,209578;-1,139772;-0,098319;9
3836;315;13;17;27;37;39;49;0;0;1,433665;1,4763;24;3;0;-0,241464;1,308550;-2,139681;1,416094;9
3837;197;4;18;24;27;36;37;0;0;-1,082496;-1,0399;24;3;0;-1,067395;0,047364;-1,778104;-0,854907;9
3838;330;13;18;24;27;39;40;0;0;-0,400820;-0,3582;24;3;0;0,130019;0,789711;-0,812248;-1,613971;9
3839;382;17;18;24;27;36;49;0;0;1,561278;1,6039;24;3;0;0,493454;1,411946;-0,789959;0,798813;9
3840;185;4;17;27;36;39;40;0;0;-1,425300;-1,3827;24;3;0;-1,016626;-1,012601;-0,919359;-0,439465;9
3841;333;13;18;24;36;37;39;0;0;-1,535040;-1,4924;24;3;0;-1,303287;-2,021178;-0,310127;0,665698;9
3842;155;4;17;18;36;39;40;0;0;-1,059976;-1,0174;24;3;0;-0,913230;-0,227533;0,670589;-0,695169;9
3843;366;13;24;27;37;40;49;0;0;0,063878;0,1065;24;3;0;-0,523172;-1,168005;-0,843205;1,801817;9
3844;194;4;17;36;37;40;49;0;0;-0,256048;-0,2134;24;3;0;0,390676;0,143331;0,119556;-0,977496;9
3845;11;4;13;17;18;27;49;0;0;-1,076777;-1,0342;24;3;0;0,133734;-1,844724;0,328205;-0,154042;9
3846;20;4;13;17;18;39;49;0;0;-0,292152;-0,2495;24;3;0;-0,466211;-0,147045;1,235863;0,107235;9
3847;384;17;18;24;27;37;40;0;0;-0,418692;-0,3761;24;3;0;-0,172121;-0,611399;-0,410427;0,058323;9
3848;124;4;13;36;37;40;49;0;0;-1,051039;-1,0084;24;3;0;-2,106310;-0,178002;-0,674180;0,463859;9
3849;344;13;18;27;36;37;40;0;0;-1,682313;-1,6397;24;3;0;-2,675917;-0,223199;-0,201777;-0,014736;9
3850;251;4;27;37;39;40;49;0;0;1,273522;1,3161;24;3;0;0,866175;-0,837385;0,149893;2,177015;9
3851;99;4;13;24;27;39;40;0;0;-0,732900;-0,6903;24;3;0;-0,618520;0,061604;-1,813395;-0,712505;9
3852;335;13;18;24;36;37;49;0;0;2,225438;2,2680;24;3;0;0,119494;2,497296;-0,308888;1,237782;9
3853;41;4;13;17;27;37;39;0;0;0,669415;0,7120;24;3;0;0,794355;0,508622;-0,835775;-0,143516;9
3854;298;13;17;24;36;37;39;0;0;-0,556315;-0,5137;24;3;0;-0,271183;-1,510389;0,255147;0,818006;9
3855;39;4;13;17;27;36;40;0;0;1,831517;1,8741;24;3;0;0,867413;0,626878;-0,342941;1,677990;9
3856;307;13;17;24;39;40;49;0;0;-0,604214;-0,5616;24;3;0;-0,534317;-1,775999;0,070025;1,263786;9
3857;165;4;17;24;27;36;49;0;0;-0,871594;-0,8290;24;3;0;-1,427734;0,703032;1,329972;-0,784944;9
3858;24;4;13;17;24;27;39;0;0;-2,311443;-2,2688;24;3;0;-2,754548;-0,274588;0,733122;-0,974400;9
3859;322;13;17;37;39;40;49;0;0;0,573616;0,6162;24;3;0;0,652572;-0,110516;-0,222828;0,451476;9
3860;443;18;24;27;37;40;49;0;0;-1,363102;-1,3205;24;3;0;-0,408012;-1,435473;0,274340;-0,517476;9
3861;379;17;18;24;27;36;37;0;0;1,959131;2,0017;24;3;0;1,066157;1,317837;0,913291;1,009320;9
3862;3;4;13;17;18;24;37;0;0;-0,300374;-0,2578;24;3;0;-0,322571;-1,021269;-1,727335;0,823578;9
3863;123;4;13;36;37;39;49;0;0;1,074417;1,1170;24;3;0;1,736065;-0,868961;-0,322509;0,993841;9
3864;303;13;17;24;36;40;49;0;0;-0,976687;-0,9341;24;3;0;-1,425876;-0,191004;-0,402378;-0,074792;9
3865;134;4;17;18;24;36;40;0;0;0,173976;0,2166;24;3;0;-0,236511;0,600255;-0,287838;-0,062409;9
3866;455;18;36;37;39;40;49;0;0;-0,205289;-0,1627;24;3;0;-1,620905;1,426805;0,344303;-0,161471;9
3867;433;17;27;37;39;40;49;0;0;0,228667;0,2713;24;3;0;-0,703961;-0,501193;-0,018512;1,601216;9
3868;110;4;13;24;37;40;49;0;0;0,180410;0,2230;24;3;0;-1,362105;1,247255;-0,905119;0,427330;9
3869;353;13;18;36;37;39;40;0;0;-0,355065;-0,3125;24;3;0;-0,274278;0,496240;0,870571;-0,836952;9
3870;441;18;24;27;37;39;40;0;0;-1,602957;-1,5603;24;3;0;-1,516271;-1,130238;-1,261743;-0,129895;9
3871;38;4;13;17;27;36;39;0;0;1,359313;1,4019;24;3;0;-0,299663;2,723901;0,400025;-0,069839;9
3872;305;13;17;24;37;39;49;0;0;-1,452824;-1,4102;24;3;0;-0,643285;-0,901775;-0,915644;-0,971305;9
3873;59;4;13;18;24;27;39;0;0;1,314630;1,3572;24;3;0;0,399344;-0,870199;-1,385570;2,747861;9
3874;46;4;13;17;27;40;49;0;0;1,722492;1,7651;24;3;0;0,732441;1,402659;-0,422810;0,848344;9
3875;18;4;13;17;18;37;49;0;0;-1,313772;-1,2712;24;3;0;0,137449;-1,498006;-0,134291;-0,914963;9
3876;461;24;36;37;39;40;49;0;0;1,278527;1,3211;24;3;0;1,125594;-0,018884;-1,141630;1,107763;9
3877;250;4;27;36;39;40;49;0;0;-0,118426;-0,0758;24;3;0;0,291614;-0,739561;1,283536;0,242826;9
3878;151;4;17;18;27;40;49;0;0;-0,532365;-0,4898;24;3;0;0,126923;-0,605208;-1,565121;-0,443799;9
3879;302;13;17;24;36;39;49;0;0;1,478704;1,5213;24;3;0;0,107730;0,788473;-1,744052;1,664988;9
3880;189;4;17;27;37;39;49;0;0;1,318205;1,3608;24;3;0;-0,019193;0,819430;0,168468;1,482961;9
3881;291;13;17;24;27;36;49;0;0;0,803820;0,8464;24;3;0;0,373960;0,179241;0,483609;0,839057;9
3882;122;4;13;36;37;39;40;0;0;-0,809754;-0,7671;24;3;0;-1,557134;0,709223;0,888526;-0,554624;9
3883;120;4;13;27;37;40;49;0;0;-0,675706;-0,6331;24;3;0;-1,021579;-0,249822;-1,308178;0,101043;9
3884;318;13;17;36;37;39;40;0;0;1,190592;1,2332;24;3;0;0,172121;0,970500;1,433987;0,919545;9
3885;175;4;17;24;36;39;40;0;0;-0,754347;-0,7117;24;3;0;-1,888373;0,710462;-0,267406;-0,128657;9
3886;95;4;13;24;27;36;49;0;0;0,208649;0,2513;24;3;0;0,116398;-0,948211;-0,153484;1,193204;9
3887;125;4;13;36;39;40;49;0;0;-0,575260;-0,5326;24;3;0;-0,907657;1,289356;-0,353466;-1,378079;9
3888;423;17;24;27;39;40;49;0;0;0,079963;0,1226;24;3;0;0,164072;-0,549486;0,527568;0,523915;9
3889;390;17;18;24;36;37;40;0;0;-1,073916;-1,0313;24;3;0;-1,806647;0,938924;-0,505774;-0,992355;9
3890;104;4;13;24;36;37;49;0;0;0,498549;0,5412;24;3;0;1,223418;-1,083183;-0,665512;0,723278;9
3891;430;17;27;36;37;39;49;0;0;0,582552;0,6252;24;3;0;1,864846;-0,613257;-1,067952;-0,242579;9
3892;171;4;17;24;27;40;49;0;0;-0,053011;-0,0104;24;3;0;-1,551561;0,236821;0,799989;1,222923;9
3893;336;13;18;24;36;39;40;0;0;0,515708;0,5583;24;3;0;-0,313284;0,778567;-1,559548;0,427949;9
3894;451;18;27;36;37;39;49;0;0;0,172189;0,2148;24;3;0;-0,502121;-0,820668;0,544904;1,621029;9
3895;114;4;13;27;36;37;49;0;0;0,418478;0,4611;24;3;0;-0,692197;-0,145188;1,040215;1,562211;9
3896;156;4;17;18;36;39;49;0;0;1,520527;1,5631;24;3;0;-0,077392;1,916544;-0,043278;0,794479;9
3897;275;13;17;18;27;39;40;0;0;1,545192;1,5878;24;3;0;-1,184412;0,909824;-1,584314;2,950939;9
3898;200;4;18;24;27;36;49;0;0;-0,413331;-0,3707;24;3;0;-0,531840;-0,819430;0,676780;0,635360;9
3899;429;17;27;36;37;39;40;0;0;-0,861228;-0,8096;25;3;0;-1,848748;-0,654430;1,086031;1,011487;9
3900;326;13;18;24;27;36;49;0;0;-0,598495;-0,5468;25;3;0;-1,711299;-0,240845;1,529954;0,915520;9
3901;248;4;27;36;37;39;49;0;0;1,335720;1,3874;25;3;0;0,739252;0,010525;-0,995513;1,563759;9
3902;170;4;17;24;27;39;49;0;0;0,947876;0,9995;25;3;0;-0,248894;0,879177;-1,797917;1,011487;9
3903;6;4;13;17;18;24;49;0;0;1,887638;1,9393;25;3;0;0,774542;1,791168;-0,347275;0,703775;9
3904;416;17;24;27;36;37;49;0;0;-0,562034;-0,5104;25;3;0;-0,469926;-0,885987;-0,095905;0,382442;9
3905;29;4;13;17;24;36;40;0;0;-0,663195;-0,6115;25;3;0;-1,215369;1,025294;-1,610937;-0,958612;9
3906;113;4;13;27;36;37;40;0;0;1,353951;1,4056;25;3;0;-0,820978;0,845743;0,191376;2,320346;9
3907;339;13;18;24;37;39;40;0;0;0,646896;0,6985;25;3;0;0,830265;-0,292233;-1,088384;0,582424;9
3908;80;4;13;18;27;39;49;0;0;0,219015;0,2707;25;3;0;-0,013621;-0,641428;1,333067;1,034395;9
3909;2;4;13;17;18;24;36;0;0;-0,585626;-0,5340;25;3;0;-0,213603;-0,123828;-1,347184;-0,676904;9
3910;396;17;18;24;37;39;49;0;0;1,372181;1,4238;25;3;0;0,813548;0,786306;-0,572641;0,776833;9
3911;47;4;13;17;36;37;39;0;0;0,841353;0,8930;25;3;0;-0,196267;1,483456;0,414266;0,170077;9
3912;182;4;17;27;36;37;39;0;0;0,751631;0,8033;25;3;0;0,949140;0,827169;0,540570;-0,474446;9
3913;78;4;13;18;27;37;49;0;0;-0,233171;-0,1815;25;3;0;-0,798689;-0,112064;-1,896979;0,506889;9
3914;7;4;13;17;18;27;36;0;0;0,130366;0,1820;25;3;0;-0,447018;-0,947901;-0,448814;1,620719;9
3915;86;4;13;18;36;39;49;0;0;-0,479461;-0,4278;25;3;0;1,322480;-1,571993;0,500326;-0,580938;9
3916;444;18;24;27;39;40;49;0;0;-0,657476;-0,6058;25;3;0;-0,937995;0,141164;0,640870;-0,341950;9
3917;258;13;17;18;24;36;37;0;0;-0,628522;-0,5769;25;3;0;-1,373250;-0,942329;-0,472960;1,226947;9
3918;143;4;17;18;27;36;39;0;0;-0,342554;-0,2909;25;3;0;0,592516;0,307712;-0,350371;-1,493548;9
3919;257;13;17;18;24;27;49;0;0;-0,766144;-0,7145;25;3;0;-1,167076;-0,610471;-1,001085;0,450547;9
3920;51;4;13;17;36;39;49;0;0;1,982008;2,0337;25;3;0;0,269325;2,695730;-0,128719;0,467883;9
3921;245;4;24;36;39;40;49;0;0;-1,088572;-1,0369;25;3;0;-2,026441;-0,115779;-0,702041;0,256757;9
3922;142;4;17;18;27;36;37;0;0;0,097122;0,1488;25;3;0;1,173268;-0,702103;-0,559639;-0,302945;9
3923;338;13;18;24;36;40;49;0;0;1,322137;1,3738;25;3;0;0,990622;1,704489;-0,846920;-0,405102;9
3924;98;4;13;24;27;37;49;0;0;-0,727181;-0,6755;25;3;0;-1,784358;-0,963380;0,031019;1,488224;9
3925;449;18;24;37;39;40;49;0;0;-0,907698;-0,8561;25;3;0;-1,243850;-1,195557;-1,415908;0,867228;9
3926;254;13;17;18;24;27;37;0;0;1,584870;1,6365;25;3;0;0,115779;0,395010;-1,692044;2,234286;9
3927;13;4;13;17;18;36;39;0;0;-0,311097;-0,2595;25;3;0;0,390676;0,345479;-0,824631;-1,274992;9
3928;36;4;13;17;24;40;49;0;0;0,773793;0,8254;25;3;0;0,955950;0,590039;-1,476584;-0,205740;9
3929;453;18;27;36;39;40;49;0;0;1,031165;1,0828;25;3;0;0,964618;1,146026;-0,212303;-0,324614;9
3930;428;17;24;37;39;40;49;0;0;-0,793668;-0,7420;25;3;0;-0,240226;-1,749686;-1,311893;0,615238;9
3931;412;17;18;36;39;40;49;0;0;-1,202245;-1,1506;25;3;0;0,162214;-0,375198;0,527568;-1,869365;9
3932;276;13;17;18;27;39;49;0;0;0,391311;0,4430;25;3;0;0,222890;-0,435874;-1,435721;0,890755;9
3933;363;13;24;27;36;40;49;0;0;-1,227982;-1,1763;25;3;0;-0,961522;0,057580;0,025447;-1,222985;9
3934;259;13;17;18;24;36;39;0;0;1,194524;1,2462;25;3;0;0,698388;-1,155932;-0,358419;2,526519;9
3935;231;4;18;37;39;40;49;0;0;-0,936652;-0,8850;25;3;0;-0,509551;-0,309569;-2,450489;-0,803209;9
3936;82;4;13;18;36;37;39;0;0;-0,636029;-0,5844;25;3;0;-0,781972;-0,788783;-0,004891;0,469121;9
3937;418;17;24;27;36;39;49;0;0;0,169686;0,2213;25;3;0;0,209269;-0,401202;1,429653;0,485838;9
3938;127;4;17;18;24;27;36;0;0;1,257436;1,3091;25;3;0;-0,362815;1,310097;0,561621;1,230662;9
3939;230;4;18;36;39;40;49;0;0;0,822408;0,8741;25;3;0;1,397396;0,321952;-0,582548;-0,294896;9
3940;174;4;17;24;36;37;49;0;0;-1,436381;-1,3847;25;3;0;-0,754730;-0,477975;-1,277221;-1,255180;9
3941;21;4;13;17;18;40;49;0;0;-0,616368;-0,5647;25;3;0;0,802404;-2,931622;-0,746619;1,061637;9
3942;166;4;17;24;27;37;39;0;0;-0,311455;-0,2598;25;3;0;-0,073678;0,229700;0,596292;-0,695478;9
3943;394;17;18;24;36;40;49;0;0;0,353063;0,4047;25;3;0;0,797451;-0,149212;-0,306412;-0,036715;9
3944;400;17;18;27;36;37;40;0;0;1,261011;1,3127;25;3;0;0,082345;1,498935;0,371545;0,602855;9
3945;65;4;13;18;24;36;49;0;0;-1,027447;-0,9758;25;3;0;-0,951616;-0,763398;-0,454386;-0,064576;9
3946;260;13;17;18;24;36;40;0;0;-0,365789;-0,3141;25;3;0;0,655049;-0,499645;-0,455005;-0,788968;9
3947;215;4;18;24;37;40;49;0;0;-0,745054;-0,6934;25;3;0;-0,404298;-0,278612;-0,640127;-0,607561;9
3948;37;4;13;17;27;36;37;0;0;-1,092862;-1,0412;25;3;0;-0,112064;0,068105;0,255147;-1,848934;9
3949;345;13;18;27;36;37;49;0;0;-1,342726;-1,2911;25;3;0;-0,955950;-1,589948;0,189518;0,220228;9
3950;349;13;18;27;37;39;40;0;0;-0,572043;-0,5204;25;3;0;-1,183793;-0,035910;-1,701331;0,228896;9
3951;150;4;17;18;27;39;49;0;0;-0,629237;-0,5776;25;3;0;-1,503269;-0,762779;-2,393528;1,176178;9
3952;395;17;18;24;37;39;40;0;0;-0,795455;-0,7438;25;3;0;0,957808;-1,586852;0,744267;-0,748724;9
3953;195;4;17;36;39;40;49;0;0;1,100512;1,1522;25;3;0;0,213603;0,380770;-0,063709;1,311769;9
3954;452;18;27;36;37;40;49;0;0;1,854752;1,9064;25;3;0;1,940381;0,720058;-0,052565;0,552086;9
3955;16;4;13;17;18;37;39;0;0;1,295327;1,3470;25;3;0;-0,837075;-0,105873;-1,882120;3,186521;9
3956;224;4;18;27;37;39;49;0;0;0,332331;0,3840;25;3;0;0,560320;-0,968952;-0,542304;0,984245;9
3957;350;13;18;27;37;39;49;0;0;0,649040;0,7007;25;3;0;-0,729964;0,719439;-0,753430;1,134695;9
3958;75;4;13;18;27;36;49;0;0;-0,750058;-0,6984;25;3;0;-0,370864;-0,331858;0,892241;-0,596416;9
3959;221;4;18;27;36;39;49;0;0;1,504799;1,5564;25;3;0;0,464354;1,377584;-0,926170;0,764451;9
3960;74;4;13;18;27;36;40;0;0;-1,197240;-1,1456;25;3;0;-2,022107;-0,857507;-0,750334;0,805933;9
3961;457;24;27;36;37;39;49;0;0;-1,064980;-1,0133;25;3;0;-2,487080;-0,287280;-0,757145;0,929761;9
3962;381;17;18;24;27;36;40;0;0;-2,096967;-2,0453;25;3;0;-1,879086;-1,064919;0,765936;-0,688049;9
3963;68;4;13;18;24;37;49;0;0;0,423483;0,4751;25;3;0;-1,573851;1,378822;-0,196824;0,928522;9
3964;277;13;17;18;27;40;49;0;0;-0,328255;-0,2766;25;3;0;-0,947901;-0,528744;0,237811;0,908091;9
3965;362;13;24;27;36;39;49;0;0;0,700514;0,7522;25;3;0;0,019812;0,520076;-0,869209;0,673437;9
3966;102;4;13;24;36;37;39;0;0;1,001853;1,0535;25;3;0;0,990003;0,267468;-1,197971;0,477789;9
3967;133;4;17;18;24;36;39;0;0;-0,707521;-0,6559;25;3;0;-0,320095;-1,802932;-1,042568;0,897565;9
3968;238;4;24;27;37;39;40;0;0;1,885136;1,9368;25;3;0;2,009724;1,326195;-1,094575;-0,070768;9
3969;164;4;17;24;27;36;40;0;0;0,619013;0,6707;25;3;0;-0,082345;0,861222;-0,415380;0,293286;9
3970;50;4;13;17;36;39;40;0;0;0,624733;0,6764;25;3;0;1,472931;0,198744;-1,764483;-0,589606;9
3971;398;17;18;24;39;40;49;0;0;1,508016;1,5597;25;3;0;0,563416;-0,010525;1,246388;2,059069;9
3972;360;13;24;27;36;37;49;0;0;-1,401708;-1,3501;25;3;0;0,076773;-1,909424;-0,466769;-0,595178;9
3973;8;4;13;17;18;27;37;0;0;-0,717171;-0,6655;25;3;0;-2,136029;0,276755;-0,184441;0,617096;9
3974;347;13;18;27;36;39;49;0;0;-0,847287;-0,7956;25;3;0;-0,375198;-0,792497;0,370307;-0,299849;9
3975;355;13;18;36;37;40;49;0;0;-0,659620;-0,6080;25;3;0;1,276045;-1,626477;0,034115;-0,792064;9
3976;87;4;13;18;36;40;49;0;0;-1,907871;-1,8562;25;3;0;-1,919330;-0,547319;-0,688420;-0,837880;9
3977;358;13;24;27;36;37;39;0;0;-0,738977;-0,6873;25;3;0;-0,851316;-1,147264;-1,085907;0,718634;9
3978;119;4;13;27;37;39;49;0;0;0,328756;0,3804;25;3;0;-0,165929;0,464354;-1,524877;0,270997;9
3979;138;4;17;18;24;37;49;0;0;-0,479461;-0,4278;25;3;0;-0,437731;-1,536083;-0,081664;1,143363;9
3980;31;4;13;17;24;37;39;0;0;0,063878;0,1155;25;3;0;-1,308240;0,896513;-1,701950;0,522367;9
3981;310;13;17;27;36;37;49;0;0;-0,725750;-0,6741;25;3;0;0,024146;-0,349813;-0,518776;-0,931370;9
3982;373;13;27;36;37;39;40;0;0;-0,069454;-0,0178;25;3;0;0,126923;0,245179;-0,516919;-0,492401;9
3983;26;4;13;17;24;27;49;0;0;2,028120;2,0798;25;3;0;-0,320095;1,370154;-0,812867;2,462748;9
3984;270;13;17;18;27;36;40;0;0;0,212224;0,2639;25;3;0;-1,662387;1,086588;0,265053;0,943382;9
3985;153;4;17;18;36;37;40;0;0;-0,315387;-0,2637;25;3;0;0,470545;-1,723063;-1,818348;0,706251;9
3986;157;4;17;18;36;40;49;0;0;-1,359885;-1,3082;25;3;0;-1,440117;-0,130019;-0,684086;-0,785254;9
3987;391;17;18;24;36;37;49;0;0;1,347874;1,3995;25;3;0;2,058017;-1,319385;-1,993565;1,595954;9
3988;274;13;17;18;27;37;49;0;0;-0,213153;-0,1615;25;3;0;0,100300;-0,457543;-1,548404;-0,011949;9
3989;255;13;17;18;24;27;39;0;0;-0,120929;-0,0693;25;3;0;-0,015478;-0,494692;-0,753430;0,300716;9
3990;282;13;17;18;36;39;49;0;0;0,727323;0,7790;25;3;0;-0,040244;0,645142;0,528187;0,654863;9
3991;178;4;17;24;37;39;40;0;0;-0,866947;-0,8153;25;3;0;-0,777019;-1,826459;0,946106;1,101881;9
3992;293;13;17;24;27;37;40;0;0;0,316960;0,3686;25;3;0;-0,175835;0,700865;0,048355;0,023961;9
3993;445;18;24;36;37;39;40;0;0;0,793811;0,8455;25;3;0;-1,368916;2,260475;-1,392381;0,483362;9
3994;252;4;36;37;39;40;49;0;0;1,361815;1,4135;25;3;0;-0,335573;1,945953;-1,563882;0,748353;9
3995;67;4;13;18;24;37;40;0;0;-1,100011;-1,0484;25;3;0;-0,467450;-1,692106;-1,389285;0,254280;9
3996;227;4;18;36;37;39;40;0;0;0,162180;0,2138;25;3;0;-0,926851;0,045816;-0,855588;1,161938;9
3997;325;13;18;24;27;36;40;0;0;0,736260;0,7879;25;3;0;0,261277;-0,045197;0,895336;1,059161;9
3998;432;17;27;36;39;40;49;0;0;-0,871595;-0,8199;25;3;0;0,289757;-0,843267;-1,048759;-0,956136;9
3999;111;4;13;24;39;40;49;0;0;-0,860870;-0,8092;25;3;0;-2,282145;-0,035910;0,219237;0,826984;9
4000;43;4;13;17;27;37;49;0;0;-0,147381;-0,0957;25;3;0;-0,803023;-0,457543;0,217380;1,005295;9
4001;129;4;17;18;24;27;39;0;0;-0,098052;-0,0464;25;3;0;-1,331767;-0,908896;-0,415999;2,070833;9
4002;426;17;24;36;37;40;49;0;0;-1,108591;-1,0569;25;3;0;-0,631521;-0,744205;-1,127390;-0,544409;9
4003;172;4;17;24;36;37;39;0;0;0,894257;0,9459;25;3;0;0,144259;0,890941;-1,446865;0,513699;9
4004;213;4;18;24;37;39;40;0;0;0,574331;0,6260;25;3;0;0,419776;0,037767;-0,803580;0,537227;9
4005;299;13;17;24;36;37;40;0;0;-1,218330;-1,1667;25;3;0;0,003096;-0,282327;-1,994803;-1,830979;9
4006;89;4;13;18;37;39;49;0;0;-1,305551;-1,2539;25;3;0;-1,165219;-0,928708;-1,218403;-0,167353;9
4007;92;4;13;24;27;36;37;0;0;0,172546;0,2242;25;3;0;0,942329;-1,916853;-0,825869;1,273383;9
4008;217;4;18;27;36;37;39;0;0;-2,382220;-2,3306;25;3;0;-2,040681;-0,058199;-1,297034;-2,027246;9
4009;263;13;17;18;24;37;40;0;0;0,135013;0,1867;25;3;0;0,746062;-0,885368;-0,112002;0,373155;9
4010;377;13;27;37;39;40;49;0;0;0,359498;0,4111;25;3;0;0,102777;0,776400;-1,416527;-0,256509;9
4011;5;4;13;17;18;24;40;0;0;0,422411;0,4741;25;3;0;1,071110;0,056961;-2,902460;-0,396434;9
4012;380;17;18;24;27;36;39;0;0;-1,218688;-1,1670;25;3;0;-2,261094;-1,277902;-0,529921;1,428167;9
4013;55;4;13;17;37;40;49;0;0;0,146809;0,1985;25;3;0;-0,448256;-1,044487;-0,480390;1,747024;9
4014;440;18;24;27;36;40;49;0;0;0,425627;0,4773;25;3;0;0,620996;-0,087918;-0,728045;0,204130;9
4015;146;4;17;18;27;37;39;0;0;-1,498222;-1,4466;25;3;0;-1,086588;-0,065629;-0,258738;-1,442779;9
4016;341;13;18;24;37;40;49;0;0;0,362000;0,4136;25;3;0;1,172649;-0,325048;-1,449342;-0,220599;9
4017;145;4;17;18;27;36;49;0;0;-1,506801;-1,4552;25;3;0;-1,653100;-0,507075;-0,863017;-0,449680;9
4018;204;4;18;24;27;39;40;0;0;-0,180267;-0,1286;25;3;0;-1,331148;1,220322;-0,055041;-0,201406;9
4019;269;13;17;18;27;36;39;0;0;1,585585;1,6372;25;3;0;-0,247036;1,597378;-0,935457;1,395972;9
4020;306;13;17;24;37;40;49;0;0;-0,500551;-0,4489;25;3;0;-0,054484;-1,379441;-0,544161;0,566945;9
4021;33;4;13;17;24;37;49;0;0;-0,017623;0,0340;25;3;0;0,257562;-0,837075;0,679257;0,548990;9
4022;408;17;18;27;39;40;49;0;0;-0,627449;-0,5758;25;3;0;-0,670527;0,523172;-2,343997;-0,939419;9
4023;183;4;17;27;36;37;40;0;0;0,006684;0,0583;25;3;0;-1,077301;0,101539;0,395072;0,987340;9
4024;332;13;18;24;27;40;49;0;0;0,372009;0,4237;25;3;0;-0,807976;1,329291;-2,057336;0,123023;9
4025;180;4;17;24;37;40;49;0;0;-1,469267;-1,4176;25;3;0;-1,582518;-0,118255;0,327586;-0,844072;9
4026;1;4;13;17;18;24;27;0;0;0,059231;0,1109;25;3;0;0,552891;0,289757;0,578957;-0,740056;9
4027;223;4;18;27;37;39;40;0;0;-0,337907;-0,2863;25;3;0;0,114541;-1,001766;-0,464911;0,301954;9
4028;435;18;24;27;36;37;39;0;0;0,030277;0,0819;25;3;0;-0,963999;-0,149832;-1,583076;1,166272;9
4029;236;4;24;27;36;39;49;0;0;-0,224592;-0,1729;25;3;0;-0,248275;-0,630283;-0,833918;0,489553;9
4030;139;4;17;18;24;39;40;0;0;0,256192;0,3078;25;3;0;0,414823;0,806119;0,312108;-0,777205;9
4031;202;4;18;24;27;37;40;0;0;0,434921;0,4866;25;3;0;0,437731;0,856888;-1,043187;-0,541313;9
4032;126;4;13;37;39;40;49;0;0;-0,379015;-0,3274;25;3;0;-1,621524;-0,124447;-0,281646;1,089498;9
4033;393;17;18;24;36;39;49;0;0;0,450649;0,5023;25;3;0;-0,902704;1,314431;-2,463491;0,368821;9
4034;409;17;18;36;37;39;40;0;0;-0,391526;-0,3399;25;3;0;-1,311955;0,505217;-1,374426;0,128595;9
4035;168;4;17;24;27;37;49;0;0;-0,716457;-0,6648;25;3;0;-0,811072;-0,831503;0,278674;0,401635;9
4036;334;13;18;24;36;37;40;0;0;-0,152027;-0,1004;25;3;0;-1,048202;-0,372721;0,029161;1,157604;9
4037;378;13;36;37;39;40;49;0;0;-0,611721;-0,5601;25;3;0;-0,689101;-0,837695;-2,795968;0,467264;9
4038;222;4;18;27;36;40;49;0;0;-1,287677;-1,2360;25;3;0;-0,583229;-0,385104;-0,780053;-1,261990;9
4039;387;17;18;24;27;39;49;0;0;0,211152;0,2628;25;3;0;-0,741728;0,573942;-0,415999;0,533512;9
4040;212;4;18;24;36;40;49;0;0;1,377186;1,4288;25;3;0;0,421014;1,222799;-0,942886;0,741542;9
4041;109;4;13;24;37;39;49;0;0;-0,086970;-0,0353;25;3;0;-0,123209;-0,697769;1,644494;0,670341;9
4042;427;17;24;36;39;40;49;0;0;-0,553455;-0,5018;25;3;0;0,113302;-0,793117;-0,753430;-0,278798;9
4043;301;13;17;24;36;39;40;0;0;0,456726;0,5084;25;3;0;2,573140;-2,000437;0,717024;0,218370;9
4044;192;4;17;36;37;39;40;0;0;-1,221548;-1,1699;25;3;0;-1,303287;-0,426587;-0,912548;-0,385909;9
4045;421;17;24;27;37;39;49;0;0;0,306593;0,3582;25;3;0;-1,043249;0,482928;-0,257500;1,091356;9
4046;148;4;17;18;27;37;49;0;0;-0,440140;-0,3885;25;3;0;-0,190076;-1,277283;-2,432534;0,705013;9
4047;371;13;24;36;39;40;49;0;0;-0,072314;-0,0207;25;3;0;-1,084112;-0,217318;0,154227;1,176178;9
4048;70;4;13;18;24;39;49;0;0;-0,559174;-0,5075;25;3;0;-0,591277;-0,219175;-1,745909;-0,158066;9
4049;309;13;17;27;36;37;40;0;0;0,543589;0,5952;25;3;0;-0,515743;-0,083584;-1,040091;1,540850;9
4050;361;13;24;27;36;39;40;0;0;0,010974;0,0626;25;3;0;1,035819;0,288519;1,394981;-1,305330;9
4051;210;4;18;24;36;39;40;0;0;-1,541117;-1,4895;25;3;0;-1,507603;0,066867;-0,062471;-1,228557;9
4052;348;13;18;27;36;40;49;0;0;-0,405466;-0,3538;25;3;0;-0,643904;0,864318;-1,353375;-0,922702;9
4053;163;4;17;24;27;36;39;0;0;0,071027;0,1227;25;3;0;-0,347956;-0,382628;-0,580071;0,853606;9
